,user_name,country,review_title,review_description,designation,points,price,province,region_1,region_2,winery,variety,sentiment
143,@paulgwine ,US,Apolloni 2016 Rosé Pinot Noir (Willamette Valley),"Pretty strawberry fruit, definitely on the tart side, provides a delicate but flavorful core to this wine. It's light, fresh and clean, with the appealing simplicity of springtime rosés.",Rosé,86,19.0,Oregon,Willamette Valley,Willamette Valley,Apolloni,Pinot Noir,"Sentiment(polarity=0.21666666666666665, subjectivity=0.6857142857142857)"
144,@mattkettmann,US,South Coast 2015 Rose of Cabernet Sauvignon (Monterey),"The winery headed north for these grapes to produce this light rosé in the classic shade of pink. Strawberry and bubblegum aromas are cut by a splash of lime juice. A stony texture frames the palate, offering light raspberry, red cherry and tangerine-peel flavors.",Rose of,88,,California,Monterey,Central Coast,South Coast,Cabernet Sauvignon,"Sentiment(polarity=0.17333333333333334, subjectivity=0.3733333333333333)"
145,@wineschach,Chile,Santa Helena 2010 Parras Viejas Cabernet Sauvignon (Colchagua Valley),"A spicy, dry berry aroma forms a strong opening that's crisp, focused and slightly herbal in character. The palate feels juicy and tight, with crisp tannins that set up racy cassis, plum and mocha flavors. Clean and fresh on the finish.",Parras Viejas,89,39.0,Colchagua Valley,,,Santa Helena,Cabernet Sauvignon,"Sentiment(polarity=0.14851190476190476, subjectivity=0.4773809523809524)"
146,@JoeCz,New Zealand,Cloudy Bay 2012 Te Koko Sauvignon Blanc (Marlborough),"The 2012 vintage was a cool one in Marlborough, and it shows in this wine, especially when compared to the fine, elegant 2013 Te Koko. This is grassy and herbal, even hinting a bit at green peas, yet still offers a compelling texture and ample length. It may even outlive the 2013, even if it doesn't quite reach the same heights.",Te Koko,90,60.0,Marlborough,,,Cloudy Bay,Sauvignon Blanc,"Sentiment(polarity=0.18333333333333335, subjectivity=0.521875)"
147,,US,Eberle 2007 Steinbeck Vineyard Syrah Rosé (Paso Robles),"Acidic and tart, with cherryskin, orange pekoe tea, thyme and spice flavors that finish dry.",Steinbeck Vineyard Syrah,83,16.0,California,Paso Robles,Central Coast,Eberle,Rosé,"Sentiment(polarity=-0.06666666666666665, subjectivity=0.6)"
148,@vossroger,France,Château Sainte-Barbe 2012 Merlot de Sainte-Barbe  (Bordeaux),"Strong wood aromas are more than compensated for by the ripe fruits and generous character of the wine. It is a solid effort, full of both fruit and rich texture. Drink from 2016.",Merlot de Sainte-Barbe,87,10.0,Bordeaux,Bordeaux,,Château Sainte-Barbe,Bordeaux-style Red Blend,"Sentiment(polarity=0.33166666666666667, subjectivity=0.5266666666666667)"
149,@mattkettmann,US,Cebada 2012 Estate Pinot Noir (Santa Ynez Valley),"From an estate just northwest of the already rather western Sta. Rita Hills appellation, this mashes up raspberry, oak tree roots, black tea and vanilla on the nose. The flavors are crisp and clean with red fruit, brown spice and just enough tannins and acidity.",Estate,92,42.0,California,Santa Ynez Valley,Central Coast,Cebada,Pinot Noir,"Sentiment(polarity=0.07500000000000001, subjectivity=0.34166666666666673)"
150,@AnneInVino,France,Gustave Lorentz 2015 Réserve Pinot Gris (Alsace),"A touch of pineapple informs the ripe pear fruit on the nose with extra tropicality. The palate is a little hot and boisterous but the fruit wins through. There is freshness, too, and a dry finish.",Réserve,88,23.0,Alsace,Alsace,,Gustave Lorentz,Pinot Gris,"Sentiment(polarity=0.059166666666666666, subjectivity=0.45)"
151,,US,Rooster Hill 2010 Dry Riesling (Finger Lakes),"Savory notes of fennel and exotic spice add a dose of complexity to the sweet apple and pear flavors of this dry Riesling. Crisp, clean and refreshing, it finishes with a delicate green-floral note.",Dry,88,16.0,New York,Finger Lakes,Finger Lakes,Rooster Hill,Riesling,"Sentiment(polarity=0.22857142857142856, subjectivity=0.7523809523809525)"
152,,US,Toad Hollow 2011 Erik's The Red Proprietary Red (California),"Forget about the fine crystal glass, and don't worry about food pairings. Just gulp this country wine down with whatever. It's dry and robust, with a tease of blackberries and raisins.",Erik's The Red Proprietary,84,15.0,California,California,California Other,Toad Hollow,Red Blend,"Sentiment(polarity=0.06481481481481481, subjectivity=0.46296296296296297)"
153,@wineschach,Chile,Chilcas 2005 Colina Negra Cabernet Sauvignon (Maule Valley),"A full and solid wine with some leather and robust oak on the nose backed by racier cherry and plum flavors. The mnouthfeel and balance are both good, and overall the wine is packed to its core with berry boldness and choppy, serious tannins.",Colina Negra,87,15.0,Maule Valley,,,Chilcas,Cabernet Sauvignon,"Sentiment(polarity=0.0861111111111111, subjectivity=0.3527777777777778)"
154,@vboone,US,Spell 2014 Chardonnay (Russian River Valley),"Though not designated, the grapes for this white come from the Dutton Sullivan Vineyard, outside of Graton, planted to a heritage selection of Wente. Wet stone and salty apple make for an inviting beginning, followed by a length of complex Mandarin orange specked in spice. Andrew Berge is the winemaker.",,92,38.0,California,Russian River Valley,Sonoma,Spell,Chardonnay,"Sentiment(polarity=-0.1, subjectivity=0.21250000000000002)"
155,@paulgwine ,US,Torii Mor 2014 Dundee Hills Select Pinot Noir (Dundee Hills),"Six barrels—one each from six vineyards—comprise this cuvée. It's soft and silky, with pretty cherry fruit and a touch of herb. The finish continues smooth and supple, with a suggestion of caramel.",Dundee Hills Select,89,45.0,Oregon,Dundee Hills,Willamette Valley,Torii Mor,Pinot Noir,"Sentiment(polarity=0.25, subjectivity=0.6166666666666667)"
156,@laurbuzz,South Africa,Spier 2012 Vintage Selection Sauvignon Blanc (Coastal Region),"Here's a clean and fresh selection, with bright citrus, grass, melon rind and pineapple core aromas. White peach and nectarine flavors flesh out the medium-weight palate, with ample acidity to keep the finish crisp and lively. Drink now.",Vintage Selection,88,18.0,Coastal Region,,,Spier,Sauvignon Blanc,"Sentiment(polarity=0.29217171717171714, subjectivity=0.4861111111111111)"
157,@gordone_cellars,US,Gravelly Ford 2013 Cabernet Sauvignon (California),"Fresh red cherry aromas and crisp black cherry flavors carry this light-bodied, moderately tannic wine. Good acidity and those bright flavors will make it an easy pairing with different meat, fowl and pasta dishes.",,86,12.0,California,California,California Other,Gravelly Ford,Cabernet Sauvignon,"Sentiment(polarity=0.24629629629629632, subjectivity=0.5425925925925925)"
158,@wineschach,Chile,Aresti 2015 Trisquel Series Altitud Merlot (Curicó Valley),"Baked earthy black-fruit aromas are followed by a blocky palate with jagged tannins and bold acidity. Blackberry, chocolate, coffee and raw-oak flavors finish with black cherry and plum notes as well as some hollowness.",Trisquel Series Altitud,89,21.0,Curicó Valley,,,Aresti,Merlot,"Sentiment(polarity=0.08333333333333333, subjectivity=0.55)"
159,@vboone,US,Chandon NV Reserve Pinot Noir Rosé Sparkling (Sonoma County),"Reddish-orange in color, this nonvintage reserve sparkler combines 76% Pinot Noir and 24% Chardonnay expertly into exuberant flavors of raspberry and grenadine. Ripe, it's full of life and decadent, finishing in balance.",Reserve Pinot Noir Rosé,91,35.0,California,Sonoma County,Sonoma,Chandon,Sparkling Blend,"Sentiment(polarity=0.2, subjectivity=0.7250000000000001)"
160,,US,Olson Ogden 2007 Stagecoach Vineyard Syrah (Napa Valley),"This is a deeply ripe, authoritatively structured Syrah of great power and finesse. It's drinkable now for the velvety texture and massive flavors of grilled blackberries, blueberries, currants, dark unsweetened chocolate, leather, black pepper and lots of sweet, smoky new oak. But it's also fairly tannic. Very fine now, with a brief decant, and through 2013.",Stagecoach Vineyard,93,52.0,California,Napa Valley,Napa,Olson Ogden,Syrah,"Sentiment(polarity=0.22830578512396693, subjectivity=0.6246556473829201)"
161,@vossroger,France,Château Citran 2010  Haut-Médoc,"This wine features bright red fruits, with attractive tannins and a gentle, ripe character. It's dense, while not at all powerful, fruity or very forward. Keep for 4–5 years.",,89,,Bordeaux,Haut-Médoc,,Château Citran,Bordeaux-style Red Blend,"Sentiment(polarity=0.3666666666666667, subjectivity=0.6499999999999999)"
162,,Italy,Terrabianca 2007 Croce Riserva  (Chianti Classico),"Croce Riserva shows elegant, fine lines that do a great job of showcasing the Sangiovese variety. Forest berry, blue flowers and white almond make up the bouquet and the wine is fresh and silky on the close.",Croce Riserva,90,30.0,Tuscany,Chianti Classico,,Terrabianca,Sangiovese,"Sentiment(polarity=0.3361111111111111, subjectivity=0.47500000000000003)"
163,@kerinokeefe,Italy,Prinsi 2012 Gaia Principe  (Barbaresco),"This is initially quite closed but it eventually opens up in the glass to reveal wild berry, cooking spice and a whiff of cellar floor. The palate offers unripe sour cherry, white pepper, cinnamon and grilled herb alongside youthfully assertive tannins. Drink 2017–2022.",Gaia Principe,89,43.0,Piedmont,Barbaresco,,Prinsi,Nebbiolo,"Sentiment(polarity=-0.008333333333333337, subjectivity=0.09999999999999999)"
164,@kerinokeefe,Italy,Cascina Saria 2012 Colle del Gelso  (Barbaresco),"This opens with earthy aromas of scorched soil, underbrush and a funky whiff of game while the palate offers candied cherry, white pepper and a hint of tobacco alongside firm tannins. It closes on an aniseed note.",Colle del Gelso,90,,Piedmont,Barbaresco,,Cascina Saria,Nebbiolo,"Sentiment(polarity=-0.125, subjectivity=0.2)"
165,,US,Lake Sonoma 2004 Cabernet Sauvignon (Alexander Valley),"Does just what you want a Cab at this price to do, offering soft, immediate pleasure with extra points for complex elegance. You'll find cassis, cherry, sage and cedar flavors wrapped into ripely sweet tannins, with a finish of authority.",,88,24.0,California,Alexander Valley,Sonoma,Lake Sonoma,Cabernet Sauvignon,"Sentiment(polarity=0.0375, subjectivity=0.375)"
166,,US,Lake Sonoma 2012 Chardonnay (Russian River Valley),"It has a creamy texture and rich flavors of honey, peaches, oranges and tropical fruits. Although it's a little on the soft side, it's easy to drink.",,86,35.0,California,Russian River Valley,Sonoma,Lake Sonoma,Chardonnay,"Sentiment(polarity=0.18020833333333333, subjectivity=0.6083333333333334)"
167,@kerinokeefe,Italy,Oddero 2012  Barbaresco,"Aromas of dark berry, leather, cured meat and a balsamic note lead the way. The tightly wound palate offers raw red berry, cooking spice, coffee and Alpine herb alongside bracing tannins. It closes on a licorice note.",,88,,Piedmont,Barbaresco,,Oddero,Nebbiolo,"Sentiment(polarity=-0.09186813186813188, subjectivity=0.22945054945054943)"
168,@vboone,US,Once and It's Gone 2015 Limited Edition Chardonnay (Dry Creek Valley),"A youthful wine still pushing out its elbows, this displays fullness and concentration at its core, an intensity of oaked spice that provides warmth on the palate. Pear, lime and lemongrass dot the landscape of complex flavor.",Limited Edition,90,18.0,California,Dry Creek Valley,Sonoma,Once and It's Gone,Chardonnay,"Sentiment(polarity=-0.3, subjectivity=0.4)"
169,@vossroger,France,Château l'Escadre 2014 Tradition  (Blaye Côtes de Bordeaux),"A perfumed fruity wine, this has a light structure along with its forward red fruits. Acidity and juicy fruitiness complete this attractive, ready to drink wine.",Tradition,87,14.0,Bordeaux,Blaye Côtes de Bordeaux,,Château l'Escadre,Bordeaux-style Red Blend,"Sentiment(polarity=0.3, subjectivity=0.52)"
170,@vossroger,France,Domaine Chignard 2015 Beauvernay  (Juliénas),"This powerful rich wine is finely structured and concentrated. It has weight from solid tannins that contrast with the high tones of the ripe red-cherry fruits. From a single parcel, this cru wine is dense, both firm and fresh. Drink from late 2017.",Beauvernay,93,25.0,Beaujolais,Juliénas,,Domaine Chignard,Gamay,"Sentiment(polarity=0.10891534391534392, subjectivity=0.5115873015873016)"
171,@mattkettmann,US,Barbieri 2010 Rodney's Vineyard Syrah (Santa Barbara County),"Extreme black-pepper spice meets with cola, violet, wet asphalt, forest floor and very tight elderberry fruit on the nose of this wine by Rome-raised somm-turned-winemaker Paolo Barbieri. The pepper drives the palate along with dried oregano, thyme, dill and marjoram against a boysenberry fruit frame.",Rodney's Vineyard,93,46.0,California,Santa Barbara County,Central Coast,Barbieri,Syrah,"Sentiment(polarity=-0.1642857142857143, subjectivity=0.5928571428571429)"
172,@wawinereport,US,Apex 2011 Cabernet Sauvignon (Columbia Valley (WA)),"Aromatically reticent initially it opens to reveal notes of herbs, coffee, plum and barrel spices. It's elegantly styled with silky cherry flavors and soft tannins that lead to a drawn out finish.",,91,33.0,Washington,Columbia Valley (WA),Columbia Valley,Apex,Cabernet Sauvignon,"Sentiment(polarity=0.19999999999999998, subjectivity=0.45)"
173,@kerinokeefe,Italy,Pio Cesare 2013 Il Bricco  (Barbaresco),"This opens with oak, coconut, toast and camphor aromas while the tightly wound palate offers Marasca cherry, espresso, mocha and star anise flavors. It's still oak-dominated, with raspy tannins that grip the finish. Drink after 2021.",Il Bricco,88,129.0,Piedmont,Barbaresco,,Pio Cesare,Nebbiolo,"Sentiment(polarity=-0.039285714285714285, subjectivity=0.14285714285714285)"
174,,US,Coquelicot 2009 Sixer Red (Santa Ynez Valley),"This is mostly Syrah, with a dash of Viognier blended in. It's dry, crisp and smooth, with some nice cherry fruit, but there's a green vegetal touch.",Sixer,85,39.0,California,Santa Ynez Valley,Central Coast,Coquelicot,Rhône-style Red Blend,"Sentiment(polarity=0.24722222222222226, subjectivity=0.5527777777777777)"
175,@kerinokeefe,Italy,Pio Cesare 2012  Barbaresco,"Aromas of oak, roasted coffee bean, camphor and grilled porcini emerge in the glass. The firm palate shows tart sour cherry, dried herb, coconut and white pepper alongside assertive, rather astringent tannins.",,88,,Piedmont,Barbaresco,,Pio Cesare,Nebbiolo,"Sentiment(polarity=-0.1375, subjectivity=0.275)"
176,@vossroger,France,Moët & Chandon 2004 Grand Vintage Brut Rosé  (Champagne),"This serious, ripe offering is packed with red berry and stone fruit flavors. It also has complex touches of toast and acidity, producing a sense of dryness. This is finely balanced and is now ready to drink, but it will also likely age for a few more years.",Grand Vintage Brut Rosé,93,,Champagne,Champagne,,Moët & Chandon,Champagne Blend,"Sentiment(polarity=0.03541666666666667, subjectivity=0.4583333333333333)"
177,@wineschach,Spain,Zagarrón 2013 Hacienda Zargón Sauvignon Blanc (La Mancha),"This is a touch mealy on the nose, with ripe stone-fruit and melon aromas. A juicy, direct palate follows, with citrus and green-fruit flavors that finish quick and clean.",Hacienda Zargón,84,8.0,Central Spain,La Mancha,,Zagarrón,Sauvignon Blanc,"Sentiment(polarity=0.26666666666666666, subjectivity=0.5333333333333333)"
178,@AnneInVino,Austria,Loimer 2015 Langenlois Grüner Veltliner (Kamptal),"Pear and savory soy notes take turns to shine. The palate is invigorated by a zesty lime freshness and has a slight touch of fizz. The herbal soy spice adds even more interest to this refreshing, clean-cut wine.",Langenlois,90,20.0,Kamptal,,,Loimer,Grüner Veltliner,"Sentiment(polarity=0.2777777777777778, subjectivity=0.5555555555555555)"
179,@worldwineguys,Romania,Cramele Recas 2014 Legendary Estate Series Pinot Noir (Romania),This ruby-colored Romanian Pinot Noir has scents of black plum and red cherry and flavors of bright red cherry before a tart finish.,Legendary Estate Series,86,9.0,Romania,,,Cramele Recas,Pinot Noir,"Sentiment(polarity=0.13333333333333336, subjectivity=0.30833333333333335)"
180,@wineschach,Chile,Cuyen 2016 Merlot (Central Valley),"Minty berry aromas settle well and hold up to airing. This everyday Merlot is more than competent on the palate. Berry and spice flavors finish chewy, with standard ripeness and follow through.",,86,10.0,Central Valley,,,Cuyen,Merlot,"Sentiment(polarity=0.2, subjectivity=0.44166666666666665)"
181,@mattkettmann,US,Herman Story 2014 Nuts & Bolts Syrah (California),"Black in the glass and dense with aromas of cooked blueberry, vanilla, maple syrup, brown sugar, tar, fudge and fresh purple flowers, this wine takes ripeness and concentration to impressive heights. Lavish on the palate with sticky, grippy tannins, the flavors of blueberry fudge, cola, black pepper and lavender are bold and delicious.",Nuts & Bolts,95,47.0,California,California,California Other,Herman Story,Syrah,"Sentiment(polarity=0.3833333333333333, subjectivity=0.6722222222222222)"
182,@kerinokeefe,Italy,Castello di Gabbiano 2012 Riserva  (Chianti Classico),"This opens with aromas of sunbaked earth, mature berry, and a hint of grilled herb. The ripe palate delivers dried black cherry, licorice and a hint of coffee while fine-grained tannins give it a firm finish.",Riserva,88,15.0,Tuscany,Chianti Classico,,Castello di Gabbiano,Red Blend,"Sentiment(polarity=-0.11666666666666667, subjectivity=0.3833333333333333)"
183,@paulgwine ,US,Oregon Territory 2014 Tempranillo (Oregon),"From Paul O'Brien, a producer with multiple versions of Tempranillo, comes this budget offering. It spent 18 months in 30% new French oak, which suggests that these were declassified barrels originally meant for the pricier wines. Dried fruits, especially fig, a scent of leather, and strong highlights of cherry tobacco and coffee all support the notion that this got the fancy wine treatment.",,89,18.0,Oregon,Oregon,Oregon Other,Oregon Territory,Tempranillo,"Sentiment(polarity=0.08058712121212121, subjectivity=0.4547348484848485)"
184,@worldwineguys,,St. Donat 2013 Márga White,"This Furmint, grown in marl soils, has aromas of brioche, apple tart and caramelized pear and flavors of lemon-lime juice, green apple and lime blossom before a crisp clean finish.",Márga,88,25.0,,,,St. Donat,White Blend,"Sentiment(polarity=0.1388888888888889, subjectivity=0.47222222222222227)"
185,@wineschach,Spain,Vega Escal 2011 Red (Priorat),"Earthy berry and licorice aromas are composed, lightly oaked and attractive. This standard Priorato blend of Grenache, Carignan and Syrah is fresh feeling, with a bolt of bracing acidity. Juicy plum and raspberry flavors finish loamy, earthy and balanced. For a wine that's no heavyweight, this is strong throughout. Drink through 2018.",,89,23.0,Catalonia,Priorat,,Vega Escal,Red Blend,"Sentiment(polarity=0.3866666666666667, subjectivity=0.5866666666666667)"
186,@wineschach,Spain,Sierra Cantabria 2012 Crianza  (Rioja),"Earthy plum and berry aromas precede a racy, high-acid palate that's fresh and sharp. Snappy red plum and wild berry flavors finish tannic, with oak spice and mild chocolate notes. This is a power-packed wine that will last a long time; drink through 2028.",Crianza,91,19.0,Northern Spain,Rioja,,Sierra Cantabria,Tempranillo,"Sentiment(polarity=0.07976190476190477, subjectivity=0.3738095238095238)"
187,@mattkettmann,US,Adelaida 2013 HMR Vineyard Pinot Noir (Adelaida District),"From a historic vineyard in a region that rarely grows this grape, this wine features a nose with tangy red-fruit punch, concentrated pomegranate, crushed violets and a slightly sour shred of menthol. The palate shows lots of eucalyptus and dried mint along with cranberry fruit.",HMR Vineyard,89,40.0,California,Adelaida District,Central Coast,Adelaida,Pinot Noir,"Sentiment(polarity=-0.03000000000000001, subjectivity=0.34)"
188,@JoeCz,Germany,Gunderloch 2006 Jean-Baptiste Kabinett Riesling (Rheinhessen),"On the dry side, this medium-bodied kabinett clocks in at 11% alcohol but seems balanced anyway, with peach and pear aromas and flavors given complexity through notes of smoke, clover blossom and mint. Crisp and refreshing on the finish.",Jean-Baptiste Kabinett,87,19.0,Rheinhessen,,,Gunderloch,Riesling,"Sentiment(polarity=0.22777777777777777, subjectivity=0.6722222222222222)"
189,@gordone_cellars,US,Beringer 2016 Founders' Estate Sauvignon Blanc (California),"Full bodied and rounded in texture, this wine has lots of ripe fruit and good balance, without the herbal character typical of Sauvignon Blanc. Mild melon and apple aromas lead to rich melon and fig flavors and a generous, mouthcoating texture. A great value.",Founders' Estate,88,10.0,California,California,California Other,Beringer,Sauvignon Blanc,"Sentiment(polarity=0.3986111111111111, subjectivity=0.6083333333333334)"
190,,US,Bishop's Peak 2010 Sauvignon Blanc (Edna Valley),"This 100% Sauvignon Blanc has only neutral oak on it, which provides some softening to the briskly acidic flavors of grapefruits and limes. It's a savory wine, mouthwateringly dry.",,89,18.0,California,Edna Valley,Central Coast,Bishop's Peak,Sauvignon Blanc,"Sentiment(polarity=-0.033333333333333326, subjectivity=0.8)"
191,@worldwineguys,Slovenia,Avia 2014 Hand Harvested Estate Bottled Pinot Noir (Primorska),Aromas of black cherry and smoked meats lead to tastes of black cherry and vanilla. It is soft both on entry and finish.,Hand Harvested Estate Bottled,85,7.0,Primorska,,,Avia,Pinot Noir,"Sentiment(polarity=-0.07777777777777777, subjectivity=0.4055555555555556)"
192,,Italy,Speri 2005  Valpolicella Superiore Ripasso,"Speri's Ripasso has an added layer of spice, vanilla and other oak-generated aromas that distinguish it. There's a juicy core of fruit there too: black cherry, plums and white raisin. Drink this wine with meat-filled ravioli or wild mushrooms.",,88,28.0,Veneto,Valpolicella Superiore Ripasso,,Speri,Red Blend,"Sentiment(polarity=-0.047916666666666656, subjectivity=0.30208333333333337)"
193,@vossroger,France,Château du Châtelard 2011 Cuvée les Vieux Granits  (Fleurie),"Ripe and fruity, this is full of red cherry fruit. It has a mineral-driven structure that gives it a firmly textured edge and brings out the acidity. This could age for several years.",Cuvée les Vieux Granits,90,20.0,Beaujolais,Fleurie,,Château du Châtelard,Gamay,"Sentiment(polarity=0.03749999999999999, subjectivity=0.23750000000000002)"
194,@wineschach,Argentina,Zorzal 2015 Terroir Único Cabernet Franc (Tupungato),"Saucy scents accent core cherry aromas, along with sandalwood and herbal notes. This wine has a lively, pinching palate that is high in acidity. Herbal flavors of tomato sauce and red plum finish long due to racy, raw acidity.",Terroir Único,88,15.0,Mendoza Province,Tupungato,,Zorzal,Cabernet Franc,"Sentiment(polarity=-0.01823426573426573, subjectivity=0.3794230769230769)"
195,@vossroger,Portugal,Herdade do Esporão 2014 Vinha da Defesa Red (Alentejano),"Putting Syrah and Touriga Nacional together is a popular blend in Alentejo, producing structured wines that also exude ripe berry fruitiness and a fine aromatic character. This wine is still young as its firm tannins are evident even as its fruit is well in place, fresh and fruity and with a rich aftertaste. Drink from late 2016.",Vinha da Defesa,87,15.0,Alentejano,,,Herdade do Esporão,Portuguese Red,"Sentiment(polarity=0.19270833333333334, subjectivity=0.5375)"
196,@mattkettmann,US,Dolin 2014 Bien Nacido Vineyard Chardonnay (Santa Maria Valley),"This Malibu winery's bottling from the historic Bien Nacido vineyard is lush with lemon curd, buttered croissant and brown spice aromas. The palate is both plush and vibrant, its apple cream and poached pear favors enlivened with sea salt, lemon rind and slate accents. It's complex and awesome.",Bien Nacido Vineyard,93,39.0,California,Santa Maria Valley,Central Coast,Dolin,Chardonnay,"Sentiment(polarity=0.19333333333333333, subjectivity=0.4066666666666666)"
197,@vossroger,France,Louis Latour 2011  Chambolle-Musigny,"This is a beautiful, rounded and soft wine with sweet fruits and gentle tannins. Embedded in the intense fruitiness, a solid structure will help the wine age. Drink from 2016.",,89,75.0,Burgundy,Chambolle-Musigny,,Louis Latour,Pinot Noir,"Sentiment(polarity=0.28333333333333327, subjectivity=0.65)"
198,@AnneInVino,Austria,Salomon-Undhof 2014 Steinterrassen Riesling (Kremstal),"The yeasty overtones of fermentation that still cling to this fresh wine are pervaded by lemony freshness. The palate is taut and almost austere with the briskness of that citrus freshness always at its core. There is an intriguing, savory fillip on the finish. Save this for a hot day.",Steinterrassen,89,25.0,Kremstal,,,Salomon-Undhof,Riesling,"Sentiment(polarity=0.2833333333333334, subjectivity=0.5833333333333334)"
199,@vossroger,France,Château Maupague 2016 Rosé (Côtes de Provence Sainte-Victoire),"For the vintage, this is a rich wine. It has spice, an herbal edge and a touch of pepper. Its red fruits are superripe with a bitter bite that masks the acidity. Let this settle for a few months and drink from 2018.",,88,24.0,Provence,Côtes de Provence Sainte-Victoire,,Château Maupague,Rosé,"Sentiment(polarity=0.018750000000000003, subjectivity=0.3375)"
200,@wineschach,Spain,Freixenet NV Spumante Sparkling (Cava),"Smells a bit pickled and green at first, with a thick and sweet palate that's not easy to wade through. Sweet lime and orange-mango flavors set up a pithy finish.",Spumante,83,9.0,Catalonia,Cava,,Freixenet,Sparkling Blend,"Sentiment(polarity=0.03888888888888887, subjectivity=0.5402777777777777)"
201,,US,Lava Cap 2004 Reserve Cabernet Franc (El Dorado),"A very easy wine to like. It's so softly balanced, so rich in cherries, licorice and smoky vanilla, so light in texture, you could drink it as a cocktail wine. But it will also nicely complement a wide variety of foods.",Reserve,87,20.0,California,El Dorado,Sierra Foothills,Lava Cap,Cabernet Franc,"Sentiment(polarity=0.3230555555555556, subjectivity=0.7000000000000001)"
202,@vossroger,France,Roche de Bellene 2014  Corton-Charlemagne,"From old vines, as are most of the wines from this producer, this is a dense and powerful wine. New wood aging has given the wine a strongly toasty character balanced with creamy apple and yellow fruits. The wine is concentrated and obviously needs to age. Drink from 2022.",,94,300.0,Burgundy,Corton-Charlemagne,,Roche de Bellene,Chardonnay,"Sentiment(polarity=0.20995670995670992, subjectivity=0.48398268398268396)"
203,@vossroger,France,Château Dubraud 2015  Blaye Côtes de Bordeaux,There's a great balance of tannin and fruit in this wine. It has concentration and a bold structure that contrast with the black currant fruit and final acidity. It will develop slowly and well. Drink from 2021.,,90,15.0,Bordeaux,Blaye Côtes de Bordeaux,,Château Dubraud,Bordeaux-style Red Blend,"Sentiment(polarity=0.13333333333333333, subjectivity=0.6499999999999999)"
204,@vboone,US,Wattle Creek 2012 Triple Play Red (Alexander Valley),"This big blend of Syrah, Viognier and Petite Sirah is compellingly perfumed, sanguine in gamy characteristics. Smooth, unrefined and full of potential, it's a bold mix of black licorice and blackberry that is enjoyable to drink.",Triple Play,88,28.0,California,Alexander Valley,Sonoma,Wattle Creek,Rhône-style Red Blend,"Sentiment(polarity=0.2145833333333333, subjectivity=0.5562499999999999)"
205,@vossroger,France,Remy-Pannier 2007  Sancerre,"No question this is a taut, crisp, mineral, smoky Sauvignon Blanc from the grape's heartland. It has plenty of herbaceous edges, but the core is ripe, tropical and juicy.",,86,26.0,Loire Valley,Sancerre,,Remy-Pannier,Sauvignon Blanc,"Sentiment(polarity=0.25, subjectivity=0.4166666666666667)"
206,@paulgwine ,US,Cayuse 2010 Edith Rosé (Walla Walla Valley (OR)),"Picked and vinified expressly for this rosé, the grapes were sourced from the Armada Vineyard. It has a pale, copper-like onion-skin shade, it is aged for a year longer than most rosés, but it has lost none of its freshness. The pretty strawberry note gains complexity and textural interest as it lingers on the palate. Persistent, focused, leesy and long, this elegant rosé looks deceptively light, but offers powerful flavors.",Edith,91,35.0,Oregon,Walla Walla Valley (OR),Oregon Other,Cayuse,Rosé,"Sentiment(polarity=0.1877777777777778, subjectivity=0.5755555555555555)"
207,@wineschach,Spain,Les Mines 2011 Red (Priorat),"Plum and currant aromas are gaseous at first, then minerally. This is tight, high in acidity and tannic. Rubbery, lightly briny cherry and plum flavors are held together by firm acidity, while this feels tight and wiry late, with herbal notes and tannic grab.",,87,20.0,Catalonia,Priorat,,Les Mines,Red Blend,"Sentiment(polarity=-0.0067346938775510136, subjectivity=0.44925170068027215)"
208,,US,Ghostwriter 2008 Chardonnay (Santa Cruz Mountains),"Very tightly wound in high acidity and even some tannins, with austere, aloof citrus flavors. There's not a lot of appeal to this wine now, except a certain dry, yeasty elegance. It's like a sparkling blanc de blancs without the bubbles.",,87,28.0,California,Santa Cruz Mountains,Central Coast,Ghostwriter,Chardonnay,"Sentiment(polarity=0.01886904761904762, subjectivity=0.5207142857142857)"
209,,US,Kontokosta 2016 Rosé (North Fork of Long Island),"Whiffs of vanilla and strawberry entice on the nose of this full-bodied rosé made from a blend of Syrah, Cabernet Franc and Cabernet Sauvignon. It's not a deeply concentrated wine but offers delicate shades of crisp red cherry and strawberry along with refreshing acidity.",,87,22.0,New York,North Fork of Long Island,Long Island,Kontokosta,Rosé,"Sentiment(polarity=0.0642857142857143, subjectivity=0.4738095238095238)"
210,@vossroger,France,Cave du Marmandais 2013 Château Terrebert Malbec (Côtes du Marmandais),"This firm and tannic wine shows the structure of the Malbec grape. It is also fruity with red currant and black plum-skin flavors that are supported by intense acidity. The wine, with its dry texture should be aged, so drink from 2016.",Château Terrebert,86,13.0,Southwest France,Côtes du Marmandais,,Cave du Marmandais,Malbec,"Sentiment(polarity=-0.05555555555555556, subjectivity=0.47222222222222227)"
211,@wawinereport,US,Maryhill 2015 Winemaker's Red (Columbia Valley (WA)),"This wine's smoke, seaweed, black pepper, orange peel and purple fruit aromas pop. The palate features easy-drinking fruit flavors, with gritty tannins to back them up.",Winemaker's,86,16.0,Washington,Columbia Valley (WA),Columbia Valley,Maryhill,Red Blend,"Sentiment(polarity=-0.05555555555555555, subjectivity=0.39444444444444443)"
